zone,area,service_group,weekday,available_inst_sch_zone
80.5,ΠΑΤΡΑΣ 3,2.2 DH Maintenence,Πέμπτη,1
80.6,ΑΧΑΙΑΣ 4,2.2 DH Maintenence,Πέμπτη,1
82.0,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ ΑΓΡΙΝΙΟΥ,2.2 DH Maintenence,Πέμπτη,1
82.1,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ ΑΚΤΙΟΥ - ΒΟΝΙΤΣΑΣ,2.2 DH Maintenence,Πέμπτη,1
82.2,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ ΑΜΦΙΛΟΧΙΑΣ,2.2 DH Maintenence,Πέμπτη,1
82.3,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ ΜΕΣΟΛΟΓΓΙΟΥ,2.2 DH Maintenence,Πέμπτη,1
82.4,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ ΝΑΥΠΑΚΤΙΑΣ,2.2 DH Maintenence,Πέμπτη,1
82.5,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ ΞΗΡΟΜΕΡΟΥ,2.2 DH Maintenence,Πέμπτη,1
90.0,ΚΕΡΚΥΡΑΣ ΚΕΡΚΥΡΑΣ,2.2 DH Maintenence,Πέμπτη,1
90.1,ΚΕΡΚΥΡΑΣ ΚΕΡΚΥΡΑΣ,2.2 DH Maintenence,Πέμπτη,1
90.2,ΚΕΡΚΥΡΑΣ ΚΕΡΚΥΡΑΣ,2.2 DH Maintenence,Πέμπτη,1
90.3,ΚΕΡΚΥΡΑΣ ΚΕΡΚΥΡΑΣ,2.2 DH Maintenence,Πέμπτη,1
90.4,ΚΕΡΚΥΡΑΣ ΚΕΡΚΥΡΑΣ,2.2 DH Maintenence,Πέμπτη,1
90.5,ΚΕΡΚΥΡΑΣ ΚΕΡΚΥΡΑΣ,2.2 DH Maintenence,Πέμπτη,1
1.0,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗ,2.2 DH Maintenence,Τετάρτη,1
1.1,ΔΙΔΥΜΟΤΕΙΧΟ     ΟΡΕΣΤΙΑΔΑ,2.2 DH Maintenence,Τετάρτη,1
10.0,ΣΕΡΡΩΝ - ΣΕΡΡΕΣ,2.2 DH Maintenence,Τετάρτη,1
10.1,ΣΕΡΡΩΝ- ΝΕΑ ΖΙΧΝΗ,2.2 DH Maintenence,Τετάρτη,1
10.2,ΣΕΡΡΩΝ - ΒΙΣΑΛΤΙΑ,2.2 DH Maintenence,Τετάρτη,1
10.3,ΣΕΡΡΩΝ- ΗΡΑΚΛΕΙΑΣ,2.2 DH Maintenence,Τετάρτη,1
11.0,ΚΙΛΚΙΣ,2.2 DH Maintenence,Τετάρτη,1
120.0,ΗΡΑΚΛΕΙΟ 1,2.2 DH Maintenence,Τετάρτη,1
120.1,ΗΡΑΚΛΕΙΟ 2,2.2 DH Maintenence,Τετάρτη,1
120.2,ΗΡΑΚΛΕΙΟ 3,2.2 DH Maintenence,Τετάρτη,1
120.3,ΗΡΑΚΛΕΙΟ 4,2.2 DH Maintenence,Τετάρτη,1
120.4,ΗΡΑΚΛΕΙΟ 5,2.2 DH Maintenence,Τετάρτη,1
120.5,ΗΡΑΚΛΕΙΟ 6,2.2 DH Maintenence,Τετάρτη,1
121.0,ΡΕΘΥΜΝΟ 1,2.2 DH Maintenence,Τετάρτη,1
121.1,ΡΕΘΥΜΝΟ 2,2.2 DH Maintenence,Τετάρτη,1
122.0,ΧΑΝΙΑ 1,2.2 DH Maintenence,Τετάρτη,1
122.1,ΧΑΝΙΑ 2,2.2 DH Maintenence,Τετάρτη,1
122.2,ΧΑΝΙΑ 3,2.2 DH Maintenence,Τετάρτη,1
123.0,ΛΑΣΙΘΗ 1,2.2 DH Maintenence,Τετάρτη,1
123.1,ΛΑΣΙΘΗ 2,2.2 DH Maintenence,Τετάρτη,1
123.2,ΛΑΣΙΘΗ 3,2.2 DH Maintenence,Τετάρτη,1
13.0,ΧΑΛΚΙΔΙΚΗ 1 ΠΟΔΙ,2.2 DH Maintenence,Τετάρτη,1
13.1,ΧΑΛΚΙΔΙΚΗ ΠΟΛΥΓΥΡΟΣ 2ΠΟΔΙ,2.2 DH Maintenence,Τετάρτη,1
13.2,ΧΑΛΚΙΔΙΚΗ 3 ΠΟΔΙ,2.2 DH Maintenence,Τετάρτη,1
14.0,ΓΙΑΝΝΙΤΣΑ   ΠΕΛΛΑ,2.2 DH Maintenence,Τετάρτη,1
15.0,ΒΕΡΟΙΑ,2.2 DH Maintenence,Τετάρτη,1
15.1,ΝΑΟΥΣΑ,2.2 DH Maintenence,Τετάρτη,1
150.1,ΣΑΛΑΜΙΝΑ,2.2 DH Maintenence,Τετάρτη,1
16.0,ΚΑΤΕΡΙΝΗ,2.2 DH Maintenence,Τετάρτη,1
16.1,ΔΙΟΝ   ΚΟΡΙΝΟΣ,2.2 DH Maintenence,Τετάρτη,1
2.0,ΚΟΜΟΤΗΝΗΣ,2.2 DH Maintenence,Τετάρτη,1
2.1,ΙΑΣΜΟΥ,2.2 DH Maintenence,Τετάρτη,1
2.2,ΑΡΡΙΑΝΩΝ,2.2 DH Maintenence,Τετάρτη,1
2.3,ΜΑΡΩΝΕΙΑΣ - ΣΑΠΩΝ,2.2 DH Maintenence,Τετάρτη,1
2.4,ΑΡΡΙΑΝΩΝ,2.2 DH Maintenence,Τετάρτη,1
20.0,ΑΜΥΝΤΑΙΟ,2.2 DH Maintenence,Τετάρτη,1
21.0,ΚΑΣΤΟΡΙΑ,2.2 DH Maintenence,Τετάρτη,1
22.0,ΚΟΖΑΝΗ,2.2 DH Maintenence,Τετάρτη,1
22.1,ΣΕΡΒΙΑ ΚΟΖΑΝΗΣ,2.2 DH Maintenence,Τετάρτη,1
22.2,ΣΙΑΤΙΣΤΑ ΚΟΖΑΝΗΣ,2.2 DH Maintenence,Τετάρτη,1
23.0,ΓΡΕΒΕΝΑ,2.2 DH Maintenence,Τετάρτη,1
3.0,ΞΑΝΘΗ,2.2 DH Maintenence,Τετάρτη,1
3.1,ΣΤΑΥΡΟΥΠΟΛΗ,2.2 DH Maintenence,Τετάρτη,1
4.0,ΚΑΒΑΛΑ,2.2 DH Maintenence,Τετάρτη,1
4.1,ΟΦΡΥΝΙΟ,2.2 DH Maintenence,Τετάρτη,1
4.2,ΘΑΣΟΣ,2.2 DH Maintenence,Τετάρτη,1
40.0,ΤΡΙΚΑΛΑ,2.2 DH Maintenence,Τετάρτη,1
40.1,ΦΑΡΚΑΔΩΝΑ,2.2 DH Maintenence,Τετάρτη,1
40.2,ΠΥΛΗ ΠΕΡΤΟΥΛΗ ΚΑΛΑΜΠΑΚΑ,2.2 DH Maintenence,Τετάρτη,1
41.0,ΚΑΡΔΙΤΣΑ,2.2 DH Maintenence,Τετάρτη,1
41.1,ΠΑΛΑΜΑΣ,2.2 DH Maintenence,Τετάρτη,1
41.2,ΣΟΦΑΔΕΣ,2.2 DH Maintenence,Τετάρτη,1
41.3,ΜΟΥΖΑΚΙ ΑΡΓΙΘΕΑ,2.2 DH Maintenence,Τετάρτη,1
42.0,ΛΑΡΙΣΑ,2.2 DH Maintenence,Τετάρτη,1
42.1,ΚΙΛΕΛΕΡ-ΦΑΡΣΑΛΑ,2.2 DH Maintenence,Τετάρτη,1
42.2,ΤΕΜΠΟΙ -ΑΓΙΑ,2.2 DH Maintenence,Τετάρτη,1
42.3,ΕΛΑΣΣΟΝΑ,2.2 DH Maintenence,Τετάρτη,1
43.0,ΒΟΛΟΣ,2.2 DH Maintenence,Τετάρτη,1
43.1,ΠΗΛΙΟ,2.2 DH Maintenence,Τετάρτη,1
43.2,ΑΛΜΥΡΟΣ ΑΓΙΑ,2.2 DH Maintenence,Τετάρτη,1
5.0,ΔΡΑΜΑ,2.2 DH Maintenence,Τετάρτη,1
5.1,ΝΕΥΡΟΚΟΠΙ,2.2 DH Maintenence,Τετάρτη,1
5.2,ΠΑΡΑΝΕΣΤΙ,2.2 DH Maintenence,Τετάρτη,1
80.0,ΑΧΑΙΑΣ 1,2.2 DH Maintenence,Τετάρτη,1
80.1,ΑΧΑΙΑΣ 2,2.2 DH Maintenence,Τετάρτη,1
80.2,ΑΧΑΙΑΣ 3,2.2 DH Maintenence,Τετάρτη,1
80.3,ΠΑΤΡΑΣ 1,2.2 DH Maintenence,Τετάρτη,1
80.4,ΠΑΤΡΑΣ 2,2.2 DH Maintenence,Τετάρτη,1
80.5,ΠΑΤΡΑΣ 3,2.2 DH Maintenence,Τετάρτη,1
80.6,ΑΧΑΙΑΣ 4,2.2 DH Maintenence,Τετάρτη,1
82.0,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ ΑΓΡΙΝΙΟΥ,2.2 DH Maintenence,Τετάρτη,1
82.1,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ ΑΚΤΙΟΥ - ΒΟΝΙΤΣΑΣ,2.2 DH Maintenence,Τετάρτη,1
82.2,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ ΑΜΦΙΛΟΧΙΑΣ,2.2 DH Maintenence,Τετάρτη,1
82.3,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ ΜΕΣΟΛΟΓΓΙΟΥ,2.2 DH Maintenence,Τετάρτη,1
82.4,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ ΝΑΥΠΑΚΤΙΑΣ,2.2 DH Maintenence,Τετάρτη,1
82.5,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ ΞΗΡΟΜΕΡΟΥ,2.2 DH Maintenence,Τετάρτη,1
90.0,ΚΕΡΚΥΡΑΣ ΚΕΡΚΥΡΑΣ,2.2 DH Maintenence,Τετάρτη,1
90.1,ΚΕΡΚΥΡΑΣ ΚΕΡΚΥΡΑΣ,2.2 DH Maintenence,Τετάρτη,1
90.2,ΚΕΡΚΥΡΑΣ ΚΕΡΚΥΡΑΣ,2.2 DH Maintenence,Τετάρτη,1
90.3,ΚΕΡΚΥΡΑΣ ΚΕΡΚΥΡΑΣ,2.2 DH Maintenence,Τετάρτη,1
90.4,ΚΕΡΚΥΡΑΣ ΚΕΡΚΥΡΑΣ,2.2 DH Maintenence,Τετάρτη,1
90.5,ΚΕΡΚΥΡΑΣ ΚΕΡΚΥΡΑΣ,2.2 DH Maintenence,Τετάρτη,1
1.0,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗ,2.2 DH Maintenence,Τρίτη,1
1.1,ΔΙΔΥΜΟΤΕΙΧΟ     ΟΡΕΣΤΙΑΔΑ,2.2 DH Maintenence,Τρίτη,1
10.0,ΣΕΡΡΩΝ - ΣΕΡΡΕΣ,2.2 DH Maintenence,Τρίτη,1
10.1,ΣΕΡΡΩΝ- ΝΕΑ ΖΙΧΝΗ,2.2 DH Maintenence,Τρίτη,1
10.2,ΣΕΡΡΩΝ - ΒΙΣΑΛΤΙΑ,2.2 DH Maintenence,Τρίτη,1
10.3,ΣΕΡΡΩΝ- ΗΡΑΚΛΕΙΑΣ,2.2 DH Maintenence,Τρίτη,1
11.0,ΚΙΛΚΙΣ,2.2 DH Maintenence,Τρίτη,1
120.0,ΗΡΑΚΛΕΙΟ 1,2.2 DH Maintenence,Τρίτη,1
120.1,ΗΡΑΚΛΕΙΟ 2,2.2 DH Maintenence,Τρίτη,1
120.2,ΗΡΑΚΛΕΙΟ 3,2.2 DH Maintenence,Τρίτη,1
120.3,ΗΡΑΚΛΕΙΟ 4,2.2 DH Maintenence,Τρίτη,1
120.4,ΗΡΑΚΛΕΙΟ 5,2.2 DH Maintenence,Τρίτη,1
120.5,ΗΡΑΚΛΕΙΟ 6,2.2 DH Maintenence,Τρίτη,1
121.0,ΡΕΘΥΜΝΟ 1,2.2 DH Maintenence,Τρίτη,1
121.1,ΡΕΘΥΜΝΟ 2,2.2 DH Maintenence,Τρίτη,1
122.0,ΧΑΝΙΑ 1,2.2 DH Maintenence,Τρίτη,1
122.1,ΧΑΝΙΑ 2,2.2 DH Maintenence,Τρίτη,1
122.2,ΧΑΝΙΑ 3,2.2 DH Maintenence,Τρίτη,1
123.0,ΛΑΣΙΘΗ 1,2.2 DH Maintenence,Τρίτη,1
123.1,ΛΑΣΙΘΗ 2,2.2 DH Maintenence,Τρίτη,1
123.2,ΛΑΣΙΘΗ 3,2.2 DH Maintenence,Τρίτη,1
13.0,ΧΑΛΚΙΔΙΚΗ 1 ΠΟΔΙ,2.2 DH Maintenence,Τρίτη,1
13.1,ΧΑΛΚΙΔΙΚΗ ΠΟΛΥΓΥΡΟΣ 2ΠΟΔΙ,2.2 DH Maintenence,Τρίτη,1
13.2,ΧΑΛΚΙΔΙΚΗ 3 ΠΟΔΙ,2.2 DH Maintenence,Τρίτη,1
14.0,ΓΙΑΝΝΙΤΣΑ   ΠΕΛΛΑ,2.2 DH Maintenence,Τρίτη,1
15.0,ΒΕΡΟΙΑ,2.2 DH Maintenence,Τρίτη,1
15.1,ΝΑΟΥΣΑ,2.2 DH Maintenence,Τρίτη,1
150.1,ΣΑΛΑΜΙΝΑ,2.2 DH Maintenence,Τρίτη,1
16.0,ΚΑΤΕΡΙΝΗ,2.2 DH Maintenence,Τρίτη,1
16.1,ΔΙΟΝ   ΚΟΡΙΝΟΣ,2.2 DH Maintenence,Τρίτη,1
2.0,ΚΟΜΟΤΗΝΗΣ,2.2 DH Maintenence,Τρίτη,1
2.1,ΙΑΣΜΟΥ,2.2 DH Maintenence,Τρίτη,1
2.2,ΑΡΡΙΑΝΩΝ,2.2 DH Maintenence,Τρίτη,1
2.3,ΜΑΡΩΝΕΙΑΣ - ΣΑΠΩΝ,2.2 DH Maintenence,Τρίτη,1
2.4,ΑΡΡΙΑΝΩΝ,2.2 DH Maintenence,Τρίτη,1
20.0,ΑΜΥΝΤΑΙΟ,2.2 DH Maintenence,Τρίτη,1
21.0,ΚΑΣΤΟΡΙΑ,2.2 DH Maintenence,Τρίτη,1
22.0,ΚΟΖΑΝΗ,2.2 DH Maintenence,Τρίτη,1
22.1,ΣΕΡΒΙΑ ΚΟΖΑΝΗΣ,2.2 DH Maintenence,Τρίτη,1
22.2,ΣΙΑΤΙΣΤΑ ΚΟΖΑΝΗΣ,2.2 DH Maintenence,Τρίτη,1
23.0,ΓΡΕΒΕΝΑ,2.2 DH Maintenence,Τρίτη,1
3.0,ΞΑΝΘΗ,2.2 DH Maintenence,Τρίτη,1
3.1,ΣΤΑΥΡΟΥΠΟΛΗ,2.2 DH Maintenence,Τρίτη,1
4.0,ΚΑΒΑΛΑ,2.2 DH Maintenence,Τρίτη,1
4.1,ΟΦΡΥΝΙΟ,2.2 DH Maintenence,Τρίτη,1
4.2,ΘΑΣΟΣ,2.2 DH Maintenence,Τρίτη,1
40.0,ΤΡΙΚΑΛΑ,2.2 DH Maintenence,Τρίτη,1
40.1,ΦΑΡΚΑΔΩΝΑ,2.2 DH Maintenence,Τρίτη,1
40.2,ΠΥΛΗ ΠΕΡΤΟΥΛΗ ΚΑΛΑΜΠΑΚΑ,2.2 DH Maintenence,Τρίτη,1
41.0,ΚΑΡΔΙΤΣΑ,2.2 DH Maintenence,Τρίτη,1
41.1,ΠΑΛΑΜΑΣ,2.2 DH Maintenence,Τρίτη,1
41.2,ΣΟΦΑΔΕΣ,2.2 DH Maintenence,Τρίτη,1
41.3,ΜΟΥΖΑΚΙ ΑΡΓΙΘΕΑ,2.2 DH Maintenence,Τρίτη,1
42.0,ΛΑΡΙΣΑ,2.2 DH Maintenence,Τρίτη,1
42.1,ΚΙΛΕΛΕΡ-ΦΑΡΣΑΛΑ,2.2 DH Maintenence,Τρίτη,1
42.2,ΤΕΜΠΟΙ -ΑΓΙΑ,2.2 DH Maintenence,Τρίτη,1
42.3,ΕΛΑΣΣΟΝΑ,2.2 DH Maintenence,Τρίτη,1
43.0,ΒΟΛΟΣ,2.2 DH Maintenence,Τρίτη,1
43.1,ΠΗΛΙΟ,2.2 DH Maintenence,Τρίτη,1
43.2,ΑΛΜΥΡΟΣ ΑΓΙΑ,2.2 DH Maintenence,Τρίτη,1
5.0,ΔΡΑΜΑ,2.2 DH Maintenence,Τρίτη,1
5.1,ΝΕΥΡΟΚΟΠΙ,2.2 DH Maintenence,Τρίτη,1
5.2,ΠΑΡΑΝΕΣΤΙ,2.2 DH Maintenence,Τρίτη,1
80.0,ΑΧΑΙΑΣ 1,2.2 DH Maintenence,Τρίτη,1
80.1,ΑΧΑΙΑΣ 2,2.2 DH Maintenence,Τρίτη,1
80.2,ΑΧΑΙΑΣ 3,2.2 DH Maintenence,Τρίτη,1
80.3,ΠΑΤΡΑΣ 1,2.2 DH Maintenence,Τρίτη,1
80.4,ΠΑΤΡΑΣ 2,2.2 DH Maintenence,Τρίτη,1
80.5,ΠΑΤΡΑΣ 3,2.2 DH Maintenence,Τρίτη,1
80.6,ΑΧΑΙΑΣ 4,2.2 DH Maintenence,Τρίτη,1
82.0,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ ΑΓΡΙΝΙΟΥ,2.2 DH Maintenence,Τρίτη,1
82.1,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ ΑΚΤΙΟΥ - ΒΟΝΙΤΣΑΣ,2.2 DH Maintenence,Τρίτη,1
82.2,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ ΑΜΦΙΛΟΧΙΑΣ,2.2 DH Maintenence,Τρίτη,1
82.3,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ ΜΕΣΟΛΟΓΓΙΟΥ,2.2 DH Maintenence,Τρίτη,1
82.4,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ ΝΑΥΠΑΚΤΙΑΣ,2.2 DH Maintenence,Τρίτη,1
82.5,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ ΞΗΡΟΜΕΡΟΥ,2.2 DH Maintenence,Τρίτη,1
90.0,ΚΕΡΚΥΡΑΣ ΚΕΡΚΥΡΑΣ,2.2 DH Maintenence,Τρίτη,1
90.1,ΚΕΡΚΥΡΑΣ ΚΕΡΚΥΡΑΣ,2.2 DH Maintenence,Τρίτη,1
90.2,ΚΕΡΚΥΡΑΣ ΚΕΡΚΥΡΑΣ,2.2 DH Maintenence,Τρίτη,1
90.3,ΚΕΡΚΥΡΑΣ ΚΕΡΚΥΡΑΣ,2.2 DH Maintenence,Τρίτη,1
90.4,ΚΕΡΚΥΡΑΣ ΚΕΡΚΥΡΑΣ,2.2 DH Maintenence,Τρίτη,1
90.5,ΚΕΡΚΥΡΑΣ ΚΕΡΚΥΡΑΣ,2.2 DH Maintenence,Τρίτη,1
1.0,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗ,2.1 PV,Δευτέρα,1
1.1,ΔΙΔΥΜΟΤΕΙΧΟ     ΟΡΕΣΤΙΑΔΑ,2.1 PV,Δευτέρα,1
10.0,ΣΕΡΡΩΝ - ΣΕΡΡΕΣ,2.1 PV,Δευτέρα,1
10.1,ΣΕΡΡΩΝ- ΝΕΑ ΖΙΧΝΗ,2.1 PV,Δευτέρα,1
10.2,ΣΕΡΡΩΝ - ΒΙΣΑΛΤΙΑ,2.1 PV,Δευτέρα,1
10.3,ΣΕΡΡΩΝ- ΗΡΑΚΛΕΙΑΣ,2.1 PV,Δευτέρα,1
11.0,ΚΙΛΚΙΣ,2.1 PV,Δευτέρα,1
120.0,ΗΡΑΚΛΕΙΟ 1,2.1 PV,Δευτέρα,1
120.1,ΗΡΑΚΛΕΙΟ 2,2.1 PV,Δευτέρα,1
120.2,ΗΡΑΚΛΕΙΟ 3,2.1 PV,Δευτέρα,1
120.3,ΗΡΑΚΛΕΙΟ 4,2.1 PV,Δευτέρα,1
120.4,ΗΡΑΚΛΕΙΟ 5,2.1 PV,Δευτέρα,1
120.5,ΗΡΑΚΛΕΙΟ 6,2.1 PV,Δευτέρα,1
121.0,ΡΕΘΥΜΝΟ 1,2.1 PV,Δευτέρα,1
121.1,ΡΕΘΥΜΝΟ 2,2.1 PV,Δευτέρα,1
122.0,ΧΑΝΙΑ 1,2.1 PV,Δευτέρα,1
122.1,ΧΑΝΙΑ 2,2.1 PV,Δευτέρα,1
122.2,ΧΑΝΙΑ 3,2.1 PV,Δευτέρα,1
123.0,ΛΑΣΙΘΗ 1,2.1 PV,Δευτέρα,1
123.1,ΛΑΣΙΘΗ 2,2.1 PV,Δευτέρα,1
123.2,ΛΑΣΙΘΗ 3,2.1 PV,Δευτέρα,1
13.0,ΧΑΛΚΙΔΙΚΗ 1 ΠΟΔΙ,2.1 PV,Δευτέρα,1
13.1,ΧΑΛΚΙΔΙΚΗ ΠΟΛΥΓΥΡΟΣ 2ΠΟΔΙ,2.1 PV,Δευτέρα,1
13.2,ΧΑΛΚΙΔΙΚΗ 3 ΠΟΔΙ,2.1 PV,Δευτέρα,1
14.0,ΓΙΑΝΝΙΤΣΑ   ΠΕΛΛΑ,2.1 PV,Δευτέρα,1
15.0,ΒΕΡΟΙΑ,2.1 PV,Δευτέρα,1
15.1,ΝΑΟΥΣΑ,2.1 PV,Δευτέρα,1
150.1,ΣΑΛΑΜΙΝΑ,2.1 PV,Δευτέρα,1
16.0,ΚΑΤΕΡΙΝΗ,2.1 PV,Δευτέρα,1
16.1,ΔΙΟΝ   ΚΟΡΙΝΟΣ,2.1 PV,Δευτέρα,1
2.0,ΚΟΜΟΤΗΝΗΣ,2.1 PV,Δευτέρα,1
2.1,ΙΑΣΜΟΥ,2.1 PV,Δευτέρα,1
2.2,ΑΡΡΙΑΝΩΝ,2.1 PV,Δευτέρα,1
2.3,ΜΑΡΩΝΕΙΑΣ - ΣΑΠΩΝ,2.1 PV,Δευτέρα,1
2.4,ΑΡΡΙΑΝΩΝ,2.1 PV,Δευτέρα,1
20.0,ΑΜΥΝΤΑΙΟ,2.1 PV,Δευτέρα,1
21.0,ΚΑΣΤΟΡΙΑ,2.1 PV,Δευτέρα,1
22.0,ΚΟΖΑΝΗ,2.1 PV,Δευτέρα,1
22.1,ΣΕΡΒΙΑ ΚΟΖΑΝΗΣ,2.1 PV,Δευτέρα,1
22.2,ΣΙΑΤΙΣΤΑ ΚΟΖΑΝΗΣ,2.1 PV,Δευτέρα,1
23.0,ΓΡΕΒΕΝΑ,2.1 PV,Δευτέρα,1
3.0,ΞΑΝΘΗ,2.1 PV,Δευτέρα,1
3.1,ΣΤΑΥΡΟΥΠΟΛΗ,2.1 PV,Δευτέρα,1
4.0,ΚΑΒΑΛΑ,2.1 PV,Δευτέρα,1
4.1,ΟΦΡΥΝΙΟ,2.1 PV,Δευτέρα,1
4.2,ΘΑΣΟΣ,2.1 PV,Δευτέρα,1
40.0,ΤΡΙΚΑΛΑ,2.1 PV,Δευτέρα,1
40.1,ΦΑΡΚΑΔΩΝΑ,2.1 PV,Δευτέρα,1
40.2,ΠΥΛΗ ΠΕΡΤΟΥΛΗ ΚΑΛΑΜΠΑΚΑ,2.1 PV,Δευτέρα,1
41.0,ΚΑΡΔΙΤΣΑ,2.1 PV,Δευτέρα,1
41.1,ΠΑΛΑΜΑΣ,2.1 PV,Δευτέρα,1
41.2,ΣΟΦΑΔΕΣ,2.1 PV,Δευτέρα,1
41.3,ΜΟΥΖΑΚΙ ΑΡΓΙΘΕΑ,2.1 PV,Δευτέρα,1
42.0,ΛΑΡΙΣΑ,2.1 PV,Δευτέρα,1
42.1,ΚΙΛΕΛΕΡ-ΦΑΡΣΑΛΑ,2.1 PV,Δευτέρα,1
42.2,ΤΕΜΠΟΙ -ΑΓΙΑ,2.1 PV,Δευτέρα,1
42.3,ΕΛΑΣΣΟΝΑ,2.1 PV,Δευτέρα,1
43.0,ΒΟΛΟΣ,2.1 PV,Δευτέρα,1
43.1,ΠΗΛΙΟ,2.1 PV,Δευτέρα,1
43.2,ΑΛΜΥΡΟΣ ΑΓΙΑ,2.1 PV,Δευτέρα,1
5.0,ΔΡΑΜΑ,2.1 PV,Δευτέρα,1
5.1,ΝΕΥΡΟΚΟΠΙ,2.1 PV,Δευτέρα,1
5.2,ΠΑΡΑΝΕΣΤΙ,2.1 PV,Δευτέρα,1
80.0,ΑΧΑΙΑΣ 1,2.1 PV,Δευτέρα,1
80.1,ΑΧΑΙΑΣ 2,2.1 PV,Δευτέρα,1
80.2,ΑΧΑΙΑΣ 3,2.1 PV,Δευτέρα,1
80.3,ΠΑΤΡΑΣ 1,2.1 PV,Δευτέρα,1
80.4,ΠΑΤΡΑΣ 2,2.1 PV,Δευτέρα,1
80.5,ΠΑΤΡΑΣ 3,2.1 PV,Δευτέρα,1
80.6,ΑΧΑΙΑΣ 4,2.1 PV,Δευτέρα,1
82.0,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ ΑΓΡΙΝΙΟΥ,2.1 PV,Δευτέρα,1
82.1,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ ΑΚΤΙΟΥ - ΒΟΝΙΤΣΑΣ,2.1 PV,Δευτέρα,1
82.2,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ ΑΜΦΙΛΟΧΙΑΣ,2.1 PV,Δευτέρα,1
82.3,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ ΜΕΣΟΛΟΓΓΙΟΥ,2.1 PV,Δευτέρα,1
82.4,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ ΝΑΥΠΑΚΤΙΑΣ,2.1 PV,Δευτέρα,1
82.5,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ ΞΗΡΟΜΕΡΟΥ,2.1 PV,Δευτέρα,1
90.0,ΚΕΡΚΥΡΑΣ ΚΕΡΚΥΡΑΣ,2.1 PV,Δευτέρα,1
90.1,ΚΕΡΚΥΡΑΣ ΚΕΡΚΥΡΑΣ,2.1 PV,Δευτέρα,1
90.2,ΚΕΡΚΥΡΑΣ ΚΕΡΚΥΡΑΣ,2.1 PV,Δευτέρα,1
90.3,ΚΕΡΚΥΡΑΣ ΚΕΡΚΥΡΑΣ,2.1 PV,Δευτέρα,1
90.4,ΚΕΡΚΥΡΑΣ ΚΕΡΚΥΡΑΣ,2.1 PV,Δευτέρα,1
90.5,ΚΕΡΚΥΡΑΣ ΚΕΡΚΥΡΑΣ,2.1 PV,Δευτέρα,1
1.0,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗ,2.1 PV,Παρασκευή,1
1.1,ΔΙΔΥΜΟΤΕΙΧΟ     ΟΡΕΣΤΙΑΔΑ,2.1 PV,Παρασκευή,1
10.0,ΣΕΡΡΩΝ - ΣΕΡΡΕΣ,2.1 PV,Παρασκευή,1
10.1,ΣΕΡΡΩΝ- ΝΕΑ ΖΙΧΝΗ,2.1 PV,Παρασκευή,1
10.2,ΣΕΡΡΩΝ - ΒΙΣΑΛΤΙΑ,2.1 PV,Παρασκευή,1
10.3,ΣΕΡΡΩΝ- ΗΡΑΚΛΕΙΑΣ,2.1 PV,Παρασκευή,1
11.0,ΚΙΛΚΙΣ,2.1 PV,Παρασκευή,1
120.0,ΗΡΑΚΛΕΙΟ 1,2.1 PV,Παρασκευή,1
120.1,ΗΡΑΚΛΕΙΟ 2,2.1 PV,Παρασκευή,1
120.2,ΗΡΑΚΛΕΙΟ 3,2.1 PV,Παρασκευή,1
120.3,ΗΡΑΚΛΕΙΟ 4,2.1 PV,Παρασκευή,1
120.4,ΗΡΑΚΛΕΙΟ 5,2.1 PV,Παρασκευή,1
120.5,ΗΡΑΚΛΕΙΟ 6,2.1 PV,Παρασκευή,1
121.0,ΡΕΘΥΜΝΟ 1,2.1 PV,Παρασκευή,1
121.1,ΡΕΘΥΜΝΟ 2,2.1 PV,Παρασκευή,1
